"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Jun 01 16:44:26 CST 2024","Sat Jun 01 16:44:34 CST 2024","7691","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_wait7[chrome-1]",""
"passed","Sat Jun 01 16:44:26 CST 2024","Sat Jun 01 16:44:31 CST 2024","4887","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_click_fanyi[chrome-27]",""
"passed","Sat Jun 01 16:44:26 CST 2024","Sat Jun 01 16:44:30 CST 2024","4542","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_click_tieba[chrome]",""
"passed","Sat Jun 01 16:44:31 CST 2024","Sat Jun 01 16:44:32 CST 2024","1112","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_click_fanyi[chrome-20]",""
"passed","Sat Jun 01 16:44:31 CST 2024","Sat Jun 01 16:44:33 CST 2024","1432","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_click_fanyi[chrome-24]",""
"passed","Sat Jun 01 16:44:26 CST 2024","Sat Jun 01 16:44:29 CST 2024","3594","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_click_fanyi[chrome-21]",""
"passed","Sat Jun 01 16:44:32 CST 2024","Sat Jun 01 16:44:33 CST 2024","1598","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_click_fanyi[chrome-28]",""
"passed","Sat Jun 01 16:44:28 CST 2024","Sat Jun 01 16:44:31 CST 2024","2774","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_search1[chrome]",""
"passed","Sat Jun 01 16:44:25 CST 2024","Sat Jun 01 16:44:28 CST 2024","2813","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_search[chrome]",""
"passed","Sat Jun 01 16:44:26 CST 2024","Sat Jun 01 16:44:31 CST 2024","4482","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_click_fanyi[chrome-23]",""
"failed","Sat Jun 01 16:44:35 CST 2024","Sat Jun 01 16:44:38 CST 2024","2316","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_wait7[chrome-4]",""
"failed","Sat Jun 01 16:44:35 CST 2024","Sat Jun 01 16:44:37 CST 2024","2259","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_wait7[chrome-2]",""
"passed","Sat Jun 01 16:44:26 CST 2024","Sat Jun 01 16:44:31 CST 2024","4464","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_click_fanyi[chrome-29]",""
"failed","Sat Jun 01 16:44:35 CST 2024","Sat Jun 01 16:44:35 CST 2024","314","test_case","test_title","TestMainPage","","","test_func2[chrome]",""
"passed","Sat Jun 01 16:44:32 CST 2024","Sat Jun 01 16:44:33 CST 2024","1291","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_click_fanyi[chrome-26]",""
"failed","Sat Jun 01 16:44:26 CST 2024","Sat Jun 01 16:44:34 CST 2024","7670","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_wait7[chrome-3]",""
"passed","Sat Jun 01 16:44:31 CST 2024","Sat Jun 01 16:44:32 CST 2024","611","test_case","test_ml","","","","test_multithreading[chrome-1]",""
"failed","Sat Jun 01 16:44:33 CST 2024","Sat Jun 01 16:44:36 CST 2024","3042","test_case","test_title","TestMainPage","","","test_func4[chrome]",""
"passed","Sat Jun 01 16:44:32 CST 2024","Sat Jun 01 16:44:35 CST 2024","2485","test_case","test_title","TestMainPage","","","标题1","用例描述1-----------------------"
"passed","Sat Jun 01 16:44:31 CST 2024","Sat Jun 01 16:44:34 CST 2024","2985","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_wait[chrome]",""
"failed","Sat Jun 01 16:44:35 CST 2024","Sat Jun 01 16:44:37 CST 2024","2366","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_wait7[chrome-9]",""
"passed","Sat Jun 01 16:44:31 CST 2024","Sat Jun 01 16:44:32 CST 2024","1320","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_click_fanyi[chrome-22]",""
"passed","Sat Jun 01 16:44:33 CST 2024","Sat Jun 01 16:44:36 CST 2024","2513","test_case","test_title","TestMainPage","","","标题2","用例描述2--------------------------"
"passed","Sat Jun 01 16:44:33 CST 2024","Sat Jun 01 16:44:35 CST 2024","1538","test_case","test_title","TestMainPage","","","test_func3[chrome]",""
"failed","Sat Jun 01 16:44:26 CST 2024","Sat Jun 01 16:44:33 CST 2024","7387","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_wait7[chrome-8]",""
"passed","Sat Jun 01 16:44:26 CST 2024","Sat Jun 01 16:44:31 CST 2024","4725","test_case.test_baidu","test_baidu_mainpage","TestDemo","","","test_click_fanyi[chrome-25]",""
